Original Text,NULL
Each entry (directory or JAR file) in the classpath string must be separated by either a semicolon (on Windows) or a colon (on Unix / Linux).,"(""Classpath"", ""Classpath includes entries that can be directories."", ""Directory"")"
This example contains two JAR files in the classpath separated by a semicolon.,NULL
"If you have a very long classpath your command line may get very long, and thus be hard to read in a text editor.",NULL
"Instead you can build the classpath up as an environment variable, one entry per line, and use that environment variable in the command line.",NULL
run.cmd and you can execute it from a Windows command line.,NULL
Notice the use of / as directory separator and the use of : as classpath entry separator.,NULL
That might be useful if you deploy a class file that is written in Groovy or Scala (but which are compiled into Java classes).,"(""Class"", ""Groovy is a programming language that can be used to write class files."", ""Groovy""); (""Class"", ""Scala is a programming language that can be used to write class files."", ""Scala"")"
The first parameter to the getNow() method is the TCP port to connect to the remote HTTP server on.,"(""getNow"", ""The getNow() method uses the TCP port as its first parameter to establish a connection."", ""TCP port"")"
The getNow() method exists in a version where you can leave the port out.,NULL
The second parameter to the getNow() method is the domain name of the remote HTTP server to connect to.,"(""getNow"", ""The getNow method takes domain name as a parameter."", ""domain name"")"
The third parameter to the getNow() method is the URI to the resource to retrieve.,NULL
The Handler implementation passed to the getNow() method is called when the headers of the HTTP response are received.,"(""getNow"", ""The Handler implementation is passed to the getNow() method."", ""Handler"")"
"However, if you do need to access the body of the HTTP response, you need to register another handler on the HttpClientResponse that is passed as parameter to the first Handler's handle() method.","(""HttpClientResponse"", ""HttpClientResponse is passed as a parameter to the handle method of the Handler class."", ""Handler"")"
The Handler implementation passed to the bodyHandler() method of the HttpClientResponse is called when the full HTTP response body is received.,"(""bodyHandler"", ""The Handler implementation is passed to the bodyHandler() method."", ""Handler"")"
"Once you have created the HTTP server, you can start it using its listen() method.",NULL
"The HttpServer class has more versions of the listen() method too, which gives you different options for starting the HTTP server.",NULL
"Every time an HTTP request arrives at the HTTP server, the handle() method of the Handler object is called.","(""HTTP Server"", ""The handle() method is called when an HTTP request arrives at the HTTP server."", ""handle()"")"
Inside the handle() method you can execute the code needed to handle the HTTP request.,NULL
You can access HTTP headers and parameters from the HttpServerRequest object passed as parameter to the handle() method.,NULL
"After writing the headers back you can write the response body back via the write() method, like this:",NULL
You can call write() multiple times to add more data to the response body.,NULL
The write() method is asynchronous and returns immediately after queuing up the string or buffer.,"(""write"", ""The write() method is related to the string class as it queues up a string for processing."", ""string"")"
This is done by calling the end() method as shown in the previous example.,NULL
The end() method can take either a String or Buffer as parameter.,"(""end"", ""The end() method can take String as a parameter."", ""String"")"
To close an HTTP server you simply call its close() method like this:,NULL
"The close() method executes asynchronously, so the HTTP server may not be fully closed by the time the close() method returns.",NULL
"You can pass a close handler as parameter to the close() method, to be notified when the HTTP server is fully closed.",NULL
"You can just unzip the zip file and add these JAR files to the classpath of your Java application, and you are good to go.","(""Java"", ""Java applications typically require a classpath to locate classes and resources."", ""classpath"")"
As long as the JAR files are available on the classpath of your application.,NULL
You connect to a remote server by calling the connect() method.,NULL
You obtain a reference to the NetSocket connected to the remote server via the AsyncResult instance passed to the handler's handle() method.,"(""AsyncResult"", ""The AsyncResult instance provides a reference to the NetSocket connected to the remote server."", ""NetSocket"")"
You can write data to the TCP connection via the NetSocket write() method.,NULL
The data may not be sent by the time the write() method returns.,NULL
The Handler's handle() method will get called when data is received from the remote server.,"(""Handler"", ""The handle() method is a function of the Handler class."", ""handle()"")"
You close the TCP client by calling the close() method of the NetClient instance.,"(""TCP Client"", ""The close() method is used to close the TCP client."", ""close()"")"
"Again, the NetClient's close() method is asynchronous, so the underlying TCP connection may not yet be closed by the time the close() method returns.",NULL
"Once you have created the TCP server, you can start it using its listen() method.",NULL
This example starts the server and instructs it to listen on TCP port 10.000 .,NULL
The NetServer class contains more versions of the listen() method which gives you different options for starting the TCP server.,NULL
